TCP,document_id,estc_id,tcp_author,ecco_author,tcp_title,ecco_title,tcp_year,ecco_year,tcp_pages,ecco_pages,tcp_volume_number,tcp_total_volumes,ecco_volume_number,ecco_total_volumes,author_score,title_score,year_score,pages_score,match_score,volume_match_found,correct
K040713.000,811500900,T041160,"Lillo, George, 1693-1739.",George Lillo,"The London merchant: or, the history of George Barnwell. As it is acted at the Theater Royal in Drury Lane. By His Majesty's servants. By Mr. Lillo.","The london merchant: or, the history of George Barnwell. As it is acted at the Theatre-Royal in Drury-Lane. By His Majesty's servants. By Mr. Lillo.",1731,1731,79,79,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K040720.000,81901300,T041172,"Glover, Richard, 1712-1785.",Richard Glover,"London: or, the progress of commerce. A poem. By Mr. Glover.","London: or, the progress of commerce. A poem. By Mr. Glover.",1739,1739,31,31,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K040857.000,240100800,T041406,"Gilpin, William, 1724-1804.",William Gilpin,"Moral contrasts: or, the power of religion exemplified under different characters. By William Gilpin,","Moral contrasts: Or, the power of religion exemplified under different characters. By William Gilpin, prebendary of Salisbury, and Vicar of Boldre, in new forest.",1798,1798,234,234,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K040908.000,44700700,T041507,"Burke, Edmund, 1729-1797.",Edmund Burke,"Mr. Burke's speech, on the 1st December 1783: upon the question for the Speaker's leaving the chair, in order for the House to resolve itself into a committee on Mr. Fox's East India Bill.","Mr. Burke's speech, On the 1st December 1783, upon the question for the Speaker's leaving the chair, in order for the House to resolve itself into a committee on Mr. Fox's East India Bill.",1784,1784,106,106,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K040910.000,64001800,T041509,"Burke, Edmund, 1729-1797.",Edmund Burke,"Mr. Burke's speech, on the motion made for papers relative to the directions for charging the Nabob of Arcot's private debts to Europeans: on the revenues of the Carnatic. February 28th, 1785. With an appendix, containing several documents.","Mr. Burke's speech, on the motion made for papers relative to the directions for charging the Nabob of Arcot's private debts to Europeans, on the revenues of the Carnatic. February 28th, 1785. With an appendix, containing several documents.",1785,1785,205,205,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K041028.000,567600200,T041729,"Burke, Edmund, 1729-1797.",Edmund Burke,Observations on a late state of the nation,Observations on a late state of the nation.,1769,1769,98,98,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K041295.000,175800600,T042129,"Pennant, Thomas, 1726-1798.",Thomas Pennant,Of the Patagonians. Formed from the relation of Father Falkener a Jesuit who had resided among them thirty eight years. And from the different voyagers who had met with this tall race,Of the Patagonians. Formed from the relation of Father Falkener a Jesuit who had resided among them thirty eight Years. And from the different Voyagers who had met with this tall race.,1788,1788,18,18,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K041358.000,54702700,T042248,"Burke, Edmund, 1729-1797.",Edmund Burke,A philosophical enquiry into the origin of our ideas of the sublime and beautiful,A philosophical enquiry into the origin of our ideas of the sublime and beautiful.,1757,1757,195,195,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K042666.000,1182400700,T044447,"Hutton, Charles, 1737-1823.",Charles Hutton,"The principles of bridges: containing the mathematical demonstrations of the properties of the arches, the thickness of the piers, the force of the water against them, &c. ... By Cha. Hutton, ...","The principles of bridges: containing the mathematical demonstrations of the properties of the arches, the thickness of the piers, the force of the water against them, &c. Together with Practical Observations and Directions drawn from the whole. By Cha. Hutton, Mathematician.",1772,1772,108,108,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K043181.000,1182801400,T045426,"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.","Sir Henry Dudley, 1st Baronet","The travellers in Switzerland: A comic opera, in three acts: as performed at the Theater Royal, Covent Garden. By Mr. Bate Dudley.","The travellers in Switzerland. A comic opera, in three acts: as performed at the Theatre Royal, Covent Garden. By Mr. Bate Dudley.",1794,1794,84,84,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K043689.000,524501200,T046273,"Cobb, James, 1756-1818.",James Cobb,"Ramah Droog: a comic opera, in three acts. As performed with universal applause at the Theater Royal, Covent Garden. By James Cobb, Esquire.","Ramah Droog: a comic opera, in three acts. As performed with universal applause at the Theatre-Royal, Covent-Garden. By James Cobb, Esq.",1800,1800,76,76,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K044031.000,169200700,T046789,"Brown, John, 1715-1766.",John Brown,Remarks on some observations on Dr. Brown's dissertation on poetry and music. In a letter to the author of the observations,Remarks on some observations on Dr. Brown's dissertation on poetry and musick. In a letter to the author of the observations.,1764,1764,64,64,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K044278.000,1182601500,T047177,"Kelly, Hugh, 1739-1777.",Hugh Kelly,The school for wives: A comedy. As it is performed at the Theater Royal in Drury Lane.,The school for wives. A comedy. As it is performed at the Theatre-Royal in Drury-Lane.,1774,1774,101,101,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K046245.000,698501200,T050203,"Burke, Edmund, 1729-1797.",Edmund Burke,Thoughts on the cause of the present discontents,Thoughts on the cause of the present discontents.,1770,1770,62,62,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K046304.000,446300500,T050285,"Burke, Edmund, 1729-1797.",Edmund Burke,"Three memorials on French affairs: Written in the years 1791, 1792 and 1793. By the late Right Hon. Edmund Burke.","Three memorials on French affairs. Written in the years 1791, 1792 and 1793. By the late Right Hon. Edmund Burke.",1797,1797,243,243,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K047221.000,1596200100,T052093,"Burke, Edmund, 1729-1797.",Edmund Burke,Two letters from Mr. Burke to gentlemen in the city of Bristol: on the bills depending in parliament relative to the trade of Ireland.,"Two letters from Mr. Burke to gentlemen in the city of Bristol, On the bills depending in Parliament relative to the trade of Ireland.",1778,1778,34,34,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K047797.000,30700600,T053058,"Hutton, Charles, 1737-1823.",Charles Hutton,"A supplement to Hutton's arithmetic: containing the solutions, at full length, of the promiscuous collection of questions proposed in that work. By the author; School-master's guide: or, a complete system of practical arithmetic.","A supplement to Hutton's arithmetic: containing the solutions, at full length, of the promiscuous collection of questions proposed in that work. By the Author.",1778,1778,47,47,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K048293.000,889100100,T053734,"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.","Sir Henry Dudley, 1st Baronet",The rival candidates: a comic opera in two acts; as it is now performing at the Theater Royal in Drury Lane. By the Rev. Henry Bate.,The rival candidates: a comic opera in two acts; as it is now performing at the Theatre Royal in Drury-Lane. By the Rev. Henry Bate.,1775,1775,45,45,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K048521.000,29401500,T054046,"Hunter, William, 1718-1783.",William Hunter,"An anatomical description of the human gravid uterus, and its contents. By the late William Hunter, M.D.","An anatomical description of the human gravid uterus, and its contents. By the late William Hunter, M. D. Physician extraordinary to the queen, professor of anatomy in the royal academy, and fellow of the royal and antiquarian societies, &c. &c.",1794,1794,97,97,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K048730.000,670901400,T054314,"Hill, Aaron, 1685-1750.",Aaron Hill,"Gideon; or, the patriot. An epic poem: in twelve books. Upon a Hebrew plan. In honor of the two chief virtues of a people; intrepidity in foreign war: and spirit of domestic liberty. With miscellaneous notes, and large reflections,","Gideon; or, The patriot. An epic poem: in twelve books. Upon a Hebrew plan. In Honour of the Two chief virtues of a people; Intrepidity in Foreign War: and Spirit of Domestic Liberty. With Miscellaneous Notes, and large Reflections, Upon Different Subjects: Critical, Historical, Political, Geographic, Military, and Commercial.",1749,1749,156,156,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K048852.000,427402000,T054550,"Blair, Hugh, 1718-1800.",Hugh Blair,"The wrath of man praising God: A sermon preached in the High Church of Edinburgh, May 18th, 1746. before His Grace the Lord High Commissioner to the General Assembly of the Church of Scotland. By Hugh Blair, ...","The wrath of man praising God. A sermon preached in the High Church of Edinburgh, May 18th, 1746. before His Grace the Lord High Commissioner to the General Assembly of the Church of Scotland. By Hugh Blair, A. M. One of the Ministers of Canongate. Published by Desire of the Lord High Commissioner.",1746,1746,36,36,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K049204.000,681100800,T055155,"Hill, Aaron, 1685-1750.",Aaron Hill,"The impartial. An address, without flattery. Being a poet's free thoughts on the situation of our public affairs, anno 1744","The impartial. An Address, without Flattery. Being A poet's Free Thoughts on the Situation of our Public Affairs, anno 1744.",1744,1744,11,11,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K049439.000,499302100,T055489,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,Dyers news examined as to his Sweddish memorial against the Review,Dyers news examined as to his Sweddish memorial against the Review.,1707,1707,4,4,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K049442.000,871001500,T055493,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,The fifteen comforts of a Scotch-man. Written by Daniel D'Foe in Scotland,The fifteen comforts of a Scotch-man. Written by Daniel D'Foe in Scotland.,1707,1707,8,8,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K049446.000,1213502700,T055497,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,"The state of the excise after the union, compared with what it is now","The state of the excise after the union, compared With what it is Now.",1706,1706,9,9,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K049447.000,129701600,T055499,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,"Observations on the fifth article of the treaty of union, humbly offered to the consideration of the Parliament, relating to foreign ships","Observations on the fifth article of the treaty of union, humbly offered to the consideration of the Parliament, relating to foreign ships.",1706,1706,4,4,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K050264.000,1150801800,T056858,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,"An answer to a question that no body thinks of, viz. But what if the Queen should die?","An answer to a question that no body thinks of, viz. But what if the Queen should die?",1713,1713,45,45,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K050268.000,1213901500,T056866,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,"A brief deduction of the original, progress, and immense greatness of the British woollen manufacture: with an enquiry whether it be not at present in a very declining condition: ...","A brief deduction of the original, progress, and immense greatness of the British Woollen Manufacture: with an enquiry whether it be not at present in a very declining condition: The Reasons of its Decay; and the Only Means of its Recovery.",1727,1727,57,57,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K050274.000,40400500,T056874,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,"The chimera: or, the French way of paying national debts, laid open: Being an impartial account of the proceedings in France, for raising a paper credit, and settling the Mississipi stock.","The chimera: or, the French way of Paying National Debts, Laid open. Being an impartial account of the proceedings in France, for raising a paper credit, and settling the Mississipi stock.",1720,1720,75,75,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K050281.000,729700300,T056883,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,"The danger of court differences: or, the unhappy effects of a motley ministry: occasioned by the report of changes at court","The danger of court differences: or, the Unhappy Effects of a Motley Ministry: Occasion'd by the Report of Changes at court.",1717,1717,49,49,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K050287.000,551400400,T056892,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,An essay at a plain exposition of that difficult phrase a good peace. By the author of the Review,An essay at a plain exposition of that difficult phrase a good peace. By the Author of the Review.,1711,1711,51,51,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K050289.000,101702400,T056894,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,"An essay upon buying and selling of speeches. In a letter to a worshipful Justice of the Peace, being also a member of a certain worshipful society of speech-makers","An essay upon buying and selling of speeches. In a letter To a Worshipfull Justice of the Peace, Being also a member of a certain Worshipfull Society of speech-makers.",1716,1716,38,38,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K050290.000,40203900,T056895,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,"An essay upon loans: or, an argument proving that substantial funds settled by Parliament, ... will bring in loans of money to the Exchequer, in spite of all the conspiracies of parties to the contrary; ... By the author of the Essay upon credit.","An essay upon loans: or, an argument proving that substantial funds settled by Parliament, with the Encouragement of Interests, and the Advances of Prompt Payment usually allow'd, will bring in loans of money to the Exchequer, in spight of all the conspiracies of parties to the contrary; while a Just, Honourable, and Punctual Performance on the part of the Government, supports the Credit of the Nation. By the author of the Essay upon credit.",1710,1710,27,27,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K050314.000,435900500,T056930,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,"Memoirs of Count Tariff, &c","Memoirs of Count Tariff, &c.",1713,1713,94,94,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K050364.000,362300200,T056997,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,"The validity of the renunciations of former powers, enquired into, and the present renuncniation of the Duke of Anjou, impartially considered. With a preface, relating to the guarantee for the Protestant succession","The validity of the renunciations of former powers, enquired into, and the present renuncniation of the Duke of Anjou, impartially considered. With a preface, relating to the guarantee for the Protestant succession.",1712,1712,39,39,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K050373.000,1192700400,T057007,"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.","Sir Henry Dudley, 1st Baronet","The magic picture, a play: Altered from Massinger. By the Rev. H. Bate.","The magic picture, a play. Altered from Massinger. By the Rev. H. Bate.",1783,1783,102,102,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K056672.000,386703500,T065928,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,An essay on the treaty of commerce with France: with necessary expositions.,An essay on the treaty of commerce with France: with necessary expositions.,1713,1713,47,47,1,1,1,1,50,100,100,100,82.5,TRUE,Y
K056676.000,26300700,T065935,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,Extracts from several Mercators; being considerations on the state of the British trade,Extracts from several Mercators; being considerations on the state of the British trade.,1713,1713,26,26,1,1,1,1,50,100,100,100,82.5,TRUE,Y
